id	jp_id_ref	category	source_file	offset	record_index	chunk_id	issues	auto_changes	strategy	prefix_len	prefix_hex	prefix_text	expected_tokens	tokens_before	tokens_after	encoded_len_after	payload_capacity_after	capacity_delta_after	missing_chars	adjusted_jp_text	zh_text_before	zh_text_after
zh_txt_1128cbf1_000466_0015	txt_1128cbf1_000466_0015	message	msg/fld/evt/067.m	0x466	15	chunk_0223	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0101 CTRL_8200 CTRL_82C7 CTRL_82A4 CTRL_82A2 CTRL_82A4 CTRL_82B1 CTRL_82C6 CTRL_81BE	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0101 CTRL_8200 CTRL_82C7 CTRL_82A4 CTRL_82A2 CTRL_82A4 CTRL_82B1 CTRL_82C6 CTRL_81BE	CTRL_0101 CTRL_8200 CTRL_82C7 CTRL_82A4 CTRL_82A2 CTRL_82A4 CTRL_82B1 CTRL_82C6 CTRL_81BE	37	44	7		「・・・ジャコウ　{CTRL_0101}<{CTRL_8200}{CTRL_82C7}{CTRL_82A4}{CTRL_82A2}{CTRL_82A4}{CTRL_82B1}{CTRL_82C6}{CTRL_81BE}E・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}……麝香 {CTRL_0101}<{CTRL_8200}{CTRL_82C7}{CTRL_82A4}{CTRL_82A2}{CTRL_82A4}{CTRL_82B1}{CTRL_82C6}{CTRL_81BE}E……』	「……麝香 {CTRL_0101}<{CTRL_8200}{CTRL_82C7}{CTRL_82A4}{CTRL_82A2}{CTRL_82A4}{CTRL_82B1}{CTRL_82C6}{CTRL_81BE}E……』
zh_txt_1128cbf1_0004A8_0016	txt_1128cbf1_0004A8_0016	message	msg/fld/evt/067.m	0x4A8	16	chunk_0223	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	30	58	28		「もうしわけ　ありません！{CTRL_0001}すぐに　しまつ　いたします！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}非常抱歉！{CTRL_0001}我马上处理掉！」	「非常抱歉！{CTRL_0001}我马上处理掉！」
zh_txt_1128cbf1_0004FA_0017	txt_1128cbf1_0004FA_0017	message	msg/fld/evt/067.m	0x4FA	17	chunk_0223	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	30	64	34		「あなたたちを　しょうしょう{CTRL_0001}あなどって　いたようですね・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}看来我有点{CTRL_0001}小瞧你们了……」	「看来我有点{CTRL_0001}小瞧你们了……」
zh_txt_3d387d8b_000010_0000	txt_3d387d8b_000010_0000	message	msg/fld/evt/068.m	0x10	0	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		24	34	10		「おのれえええええ！　よくも！！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「可恶啊啊啊！竟敢！！」	「可恶啊啊啊！竟敢！！」
zh_txt_3d387d8b_000074_0002	txt_3d387d8b_000074_0002	message	msg/fld/evt/068.m	0x74	2	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	28	44	16		「{CTRL_0103}{CTRL_0002}忍法・呪縛殺（じゅばくさつ）{CTRL_0103}{CTRL_0000}！！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「{CTRL_0103}{CTRL_0002}忍法·咒缚杀{CTRL_0103}{CTRL_0000}！！」	「{CTRL_0103}{CTRL_0002}忍法·咒缚杀{CTRL_0103}{CTRL_0000}！！」
zh_txt_3d387d8b_000126_0005	txt_3d387d8b_000126_0005	message	msg/fld/evt/068.m	0x126	5	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	40	76	36		「ゲ・・・　ゲンショウさま・・・！{CTRL_0001}いまの　うちに　霊獣（れいじゅう）を！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「玄……玄照大人……！{CTRL_0001}趁现在把灵兽！」	「玄……玄照大人……！{CTRL_0001}趁现在把灵兽！」
zh_txt_3d387d8b_00018A_0006	txt_3d387d8b_00018A_0006	message	msg/fld/evt/068.m	0x18A	6	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		22	40	18		「じかん　かせぎ　ごくろう・・・・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「拖延时间辛苦了……」	「拖延时间辛苦了……」
zh_txt_3d387d8b_0001CA_0007	txt_3d387d8b_0001CA_0007	message	msg/fld/evt/068.m	0x1CA	7	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0103 CTRL_0000	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0103 CTRL_0001 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0000	14	32	18		「ぐあああああ！！！！{CTRL_0103}{CTRL_0000}」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}{CTRL_0103}{CTRL_0001}呃啊！！{CTRL_0103}{CTRL_0000}	「呃啊！！{CTRL_0103}{CTRL_0000}
zh_txt_3d387d8b_0002A6_0012	txt_3d387d8b_0002A6_0012	message	msg/fld/evt/068.m	0x2A6	12	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	42	60	18		「・・・ゲンショウさま・・・　なぜ・・・{CTRL_0001}わたしまで・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「……玄照大人……为什么……{CTRL_0001}连我也……」	「……玄照大人……为什么……{CTRL_0001}连我也……」
zh_txt_3d387d8b_0002F8_0013	txt_3d387d8b_0002F8_0013	message	msg/fld/evt/068.m	0x2F8	13	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		28	52	24		「フフフ　チャクラの　おくりこみは　かんりょうした」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「呵呵，查克拉注入完成了。」	「呵呵，查克拉注入完成了。」
zh_txt_3d387d8b_000392_0015	txt_3d387d8b_000392_0015	message	msg/fld/evt/068.m	0x392	15	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		6	8	2		「！？」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}！？	「！？
zh_txt_3d387d8b_0003B0_0016	txt_3d387d8b_0003B0_0016	message	msg/fld/evt/068.m	0x3B0	16	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	40	72	32		「だから　もう　おまえの　ような　のうナシは{CTRL_0001}ひつようないのだよ・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「所以，像你这种废物{CTRL_0001}已经不需要了……」	「所以，像你这种废物{CTRL_0001}已经不需要了……」
zh_txt_3d387d8b_00040E_0017	txt_3d387d8b_00040E_0017	message	msg/fld/evt/068.m	0x40E	17	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 01 00 02 02 00 00 41 00	A{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		14	22	8		「・・・そんな・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「……不会吧」	「……不会吧」
zh_txt_3d387d8b_0004B4_0020	txt_3d387d8b_0004B4_0020	message	msg/fld/evt/068.m	0x4B4	20	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		26	38	12		「・・・なかま？　・・・フフフ・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「……同伴？……呵呵……」	「……同伴？……呵呵……」
zh_txt_3d387d8b_0004F2_0021	txt_3d387d8b_0004F2_0021	message	msg/fld/evt/068.m	0x4F2	21	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	42	78	36		「{CTRL_0103}{CTRL_0002}この世は　チカラを　もつものが{CTRL_0001}チカラの　ないものを　しはいする！{CTRL_0103}{CTRL_0000}」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「{CTRL_0103}{CTRL_0002}这世上，有力量者{CTRL_0001}支配无力者！{CTRL_0103}{CTRL_0000}」	「{CTRL_0103}{CTRL_0002}这世上，有力量者{CTRL_0001}支配无力者！{CTRL_0103}{CTRL_0000}」
zh_txt_3d387d8b_000600_0024	txt_3d387d8b_000600_0024	message	msg/fld/evt/068.m	0x600	24	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		12	16	4		「・・・フン！」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「……哼！」	「……哼！」
zh_txt_3d387d8b_000658_0026	txt_3d387d8b_000658_0026	message	msg/fld/evt/068.m	0x658	26	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		28	50	22		「わたしは　霊獣の　チカラを　手にいれた・・・！」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「我得到了灵兽的力量……！」	「我得到了灵兽的力量……！」
zh_txt_3d387d8b_000738_0029	txt_3d387d8b_000738_0029	message	msg/fld/evt/068.m	0x738	29	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	36	84	48		「まずは　目のまえで　おまえの　なかまが{CTRL_0001}くるしむ　すがたを　みせて　やろう・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「先让你看看同伴{CTRL_0001}痛苦的样子吧……」	「先让你看看同伴{CTRL_0001}痛苦的样子吧……」
zh_txt_3d387d8b_000854_0034	txt_3d387d8b_000854_0034	message	msg/fld/evt/068.m	0x854	34	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	38	70	32		「この　はしらは　ししゃの　おんねんを{CTRL_0001}じったいか　させたもの・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「这些柱子是死者怨念{CTRL_0001}实体化而成……」	「这些柱子是死者怨念{CTRL_0001}实体化而成……」
zh_txt_3d387d8b_0009F0_0041	txt_3d387d8b_0009F0_0041	message	msg/fld/evt/068.m	0x9F0	41	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	44	90	46		「よく　みておくんだな・・・　おまえの　なかまを{CTRL_0001}ひとりずつ　けしていって　やろう・・・」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「看好了……我会把你的同伴{CTRL_0001}一个个消灭……」	「看好了……我会把你的同伴{CTRL_0001}一个个消灭……」
zh_txt_3d387d8b_000BA6_0049	txt_3d387d8b_000BA6_0049	message	msg/fld/evt/068.m	0xBA6	49	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 02 00 02 02 00 00 40 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	30	56	26		「おろかな・・・　ぜんいん　そろって{CTRL_0001}きえさるがいい！」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「愚蠢……全员一起{CTRL_0001}消失吧！」	「愚蠢……全员一起{CTRL_0001}消失吧！」
zh_txt_3d387d8b_000BF6_0050	txt_3d387d8b_000BF6_0050	message	msg/fld/evt/068.m	0xBF6	50	chunk_0224	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 01 00 02 02 00 00 40 00	@{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	36	58	22		「なに・・・！？{CTRL_0001}チャクラが　ぐげんか　しているだと！？」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「什么……！？{CTRL_0001}查克拉实体化了！？」	「什么……！？{CTRL_0001}查克拉实体化了！？」
zh_txt_c2141a51_000010_0000	txt_c2141a51_000010_0000	message	msg/fld/evt/069.m	0x10	0	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 01 00 02 02 00 00 40 00	@{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	42	74	32		「ばかな・・・　この　わたしが{CTRL_0001}こんな　ガキに　まけるはずがない・・・！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「不可能……我{CTRL_0001}不可能输给这种小鬼……！」	「不可能……我{CTRL_0001}不可能输给这种小鬼……！」
zh_txt_c2141a51_0000EA_0003	txt_c2141a51_0000EA_0003	message	msg/fld/evt/069.m	0xEA	3	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100 CTRL_0001	CTRL_0001	32	78	46		「ナルトさん！　はやく　霊獣（れいじゅう）を{CTRL_0001}封印（ふういん）してください！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}「鸣人先生！请快点{CTRL_0001}封印灵兽！」	「鸣人先生！请快点{CTRL_0001}封印灵兽！」
zh_txt_c2141a51_0001B4_0006	txt_c2141a51_0001B4_0006	message	msg/fld/evt/069.m	0x1B4	6	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100 CTRL_0001	CTRL_0001	54	96	42		「みんなが　それぞれ　かがみを　もって{CTRL_0001}霊獣の　まえにたち　霊獣に　かがみを　むけてください！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}「大家各自拿着镜子，{CTRL_0001}站在灵兽面前，把镜子对准灵兽！」	「大家各自拿着镜子，{CTRL_0001}站在灵兽面前，把镜子对准灵兽！」
zh_txt_c2141a51_00025E_0008	txt_c2141a51_00025E_0008	message	msg/fld/evt/069.m	0x25E	8	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100 CTRL_0001	CTRL_0001	26	56	30		「いっせいに　かがみを{CTRL_0001}霊獣の　ほうへ　むけるんです！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}「一起把镜子{CTRL_0001}对准灵兽！」	「一起把镜子{CTRL_0001}对准灵兽！」
zh_txt_c2141a51_0004F2_0019	txt_c2141a51_0004F2_0019	message	msg/fld/evt/069.m	0x4F2	19	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	43 00 04 00 02 02 00 00 43 00	C{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		12	18	6		「わかりません！」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}「不知道！」	「不知道！」
zh_txt_c2141a51_0005C0_0022	txt_c2141a51_0005C0_0022	message	msg/fld/evt/069.m	0x5C0	22	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 04 00 02 02 00 00 40 00	@{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		18	30	12		「封印など　させは　しない！」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「不让你们封印！」	「不让你们封印！」
zh_txt_c2141a51_0005F6_0023	txt_c2141a51_0005F6_0023	message	msg/fld/evt/069.m	0x5F6	23	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 04 00 02 02 00 00 40 00	@{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	36	54	18		「ハハハハ！　チカラだ！{CTRL_0001}チカラが　あふれてくる！！」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「哈哈哈！力量！{CTRL_0001}力量涌上来了！！」	「哈哈哈！力量！{CTRL_0001}力量涌上来了！！」
zh_txt_c2141a51_00077A_0028	txt_c2141a51_00077A_0028	message	msg/fld/evt/069.m	0x77A	28	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	43 00 01 00 02 02 00 00 43 00	C{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}	CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100 CTRL_0001	CTRL_0001	48	80	32		「だめです！　あのひとの　術が　じゃまして{CTRL_0001}かがみの　チカラが　とどきません！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}「不行！那个人的术在干扰，{CTRL_0001}镜子的力量传不到！」	「不行！那个人的术在干扰，{CTRL_0001}镜子的力量传不到！」
zh_txt_c2141a51_0008AC_0032	txt_c2141a51_0008AC_0032	message	msg/fld/evt/069.m	0x8AC	32	chunk_0225	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 04 00 02 02 00 00 40 00	@{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	36	70	34		「チカラだ！　わたしは　この　チカラで{CTRL_0001}すべてを　けしさってやる！！」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「力量！我要用这力量{CTRL_0001}抹消一切！！」	「力量！我要用这力量{CTRL_0001}抹消一切！！」
zh_txt_ad24c464_000010_0000	txt_ad24c464_000010_0000	message	msg/fld/evt/070.m	0x10	0	chunk_0226	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 01 00 02 02 00 00 40 00	@{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0101 CTRL_001E CTRL_0001	CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0101 CTRL_001E CTRL_0001	CTRL_0101 CTRL_001E CTRL_0001	45	72	27		「・・・バカな{CTRL_0101}{CTRL_001E}{CTRL_0001}・・・わたしの　チカラが　まけると　いうのか・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}唔...怎么可能{CTRL_0101}{CTRL_001E}{CTRL_0001}...我的力量竟然会输...」	「唔...怎么可能{CTRL_0101}{CTRL_001E}{CTRL_0001}...我的力量竟然会输...」
zh_txt_07793633_000010_0000	txt_07793633_000010_0000	message	msg/fld/evt/074.m	0x10	0	chunk_0229	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		12	16	4		「ナズナ・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}纳兹娜……	「纳兹娜……
zh_txt_07793633_000038_0001	txt_07793633_000038_0001	message	msg/fld/evt/074.m	0x38	1	chunk_0229	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		10	18	8		「おじいさま！？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}爷爷！？	「爷爷！？
